q_id,accepans,q_answer_count,q_comment_count,q_creation_date,q_favorite_count,q_view_count,q_tags,a_comment_count,a_edit,a_score,first_answer_date,last_answer_date,accepans_date,accepans_comment_count,accepans_a_edit,accepans_a_score
35931629,0,3,0,2016-03-11 03:24:16.420000,0,1489,java,0,0,2,2016-03-11 03:25:40.463 UTC,2016-03-11 03:35:11.93 UTC,,0,0,0
40042932,0,2,0,2016-10-14 12:15:38.057000,0,30,javascript|node.js|mongodb|mongoose,2,0,1,2016-10-14 12:19:53.807 UTC,2016-10-14 12:22:07.227 UTC,,0,0,0
36978849,0,1,0,2016-05-02 09:10:57.600000,0,67,java|json,0,1,1,2016-05-02 12:04:14.33 UTC,2016-05-02 12:04:14.33 UTC,,0,0,0
40854801,0,1,0,2016-11-28 22:40:39.547000,0,36,java|rest|jersey,1,1,0,2016-11-29 00:59:14.287 UTC,2016-11-29 00:59:14.287 UTC,,0,0,0
43534149,0,1,1,2017-04-21 04:48:33.400000,0,57,javascript|jquery|css,1,1,0,2017-04-21 05:22:08.13 UTC,2017-04-21 05:22:08.13 UTC,,0,0,0
44479306,0,1,2,2017-06-11 00:25:08.860000,0,12,javascript|jquery|responsive-design|squarespace,1,0,0,2017-06-11 01:33:24.047 UTC,2017-06-11 01:33:24.047 UTC,,0,0,0
41144274,0,3,2,2016-12-14 13:50:07.373000,0,39,java|uml|strategy-pattern,3,2,0,2016-12-14 14:03:04.563 UTC,2016-12-14 14:18:19.877 UTC,,0,0,0
36247446,0,1,8,2016-03-27 12:40:59.163000,0,53,javascript|jquery,0,1,0,2016-03-27 14:36:00.533 UTC,2016-03-27 14:36:00.533 UTC,,0,0,0
40877146,0,4,10,2016-11-29 22:43:05.067000,0,206,java|generics|queue,1,1,0,2016-11-29 22:51:04.587 UTC,2017-04-13 05:36:50.517 UTC,,0,0,0
35877872,0,1,0,2016-03-08 20:57:47.240000,0,16,javascript,1,0,3,2016-03-08 21:02:23.737 UTC,2016-03-08 21:02:23.737 UTC,,0,0,0
36919368,0,2,0,2016-04-28 15:38:51.260000,0,279,python|xlwings,1,2,1,2016-04-28 15:43:23.083 UTC,2016-04-28 19:10:09.82 UTC,,0,0,0
40842405,0,1,0,2016-11-28 10:47:06.707000,0,141,javascript|jquery|datatable,1,1,0,2016-11-28 11:23:34.293 UTC,2016-11-28 11:23:34.293 UTC,,0,0,0
42922596,0,3,0,2017-03-21 09:10:05.827000,0,64,javascript,1,2,2,2017-03-21 09:14:49.157 UTC,2017-03-21 09:45:19.383 UTC,,0,0,0
44100165,0,1,0,2017-05-21 18:08:22.390000,0,39,javascript|jquery|laravel|fullcalendar|google-calendar,1,1,1,2017-05-21 21:38:56.873 UTC,2017-05-21 21:38:56.873 UTC,,0,0,0
37917011,0,2,0,2016-06-20 07:43:00.660000,0,39,java|signature|randomaccessfile,1,0,1,2016-06-20 07:58:11.373 UTC,2016-06-20 08:24:28.717 UTC,,0,0,0
35806481,0,3,4,2016-03-04 21:36:15.873000,3,2901,python|google-analytics|google-analytics-api,6,1,2,2016-03-04 22:32:03.487 UTC,2016-03-09 10:41:09.753 UTC,,0,0,0
39151840,0,1,5,2016-08-25 17:54:28.770000,0,123,java|android|xml|android-studio|simple-framework,1,0,1,2017-01-13 09:54:07.93 UTC,2017-01-13 09:54:07.93 UTC,,0,0,0
43693004,0,1,7,2017-04-29 07:29:11.160000,0,51,java|android|file|android-asynctask|download,1,0,1,2017-04-29 07:31:37.187 UTC,2017-04-29 07:31:37.187 UTC,,0,0,0
34996376,0,2,11,2016-01-25 15:35:14.987000,0,66,javascript|jquery,1,1,-2,2016-01-25 15:59:12.887 UTC,2016-01-25 16:07:31.96 UTC,,0,0,0
34676155,0,2,0,2016-01-08 11:35:35.413000,0,236,java|hibernate|hibernate-4.x,2,0,0,2016-01-08 19:00:40.633 UTC,2016-01-08 19:25:31.777 UTC,,0,0,0
37836822,0,2,0,2016-06-15 13:25:52.383000,0,75,python|regex|string|list|pattern-matching,4,2,2,2016-06-15 13:29:23.293 UTC,2016-06-15 13:31:49.677 UTC,,0,0,0
39683076,0,2,0,2016-09-25 03:26:47.693000,0,236,javascript|flowtype,4,0,2,2016-09-25 07:59:04.32 UTC,2016-09-25 12:14:05.497 UTC,,0,0,0
40848384,0,1,0,2016-11-28 15:51:48.803000,0,232,python|soap|zeep,0,0,0,2017-02-10 09:38:40.61 UTC,2017-02-10 09:38:40.61 UTC,,0,0,0
41207900,0,1,0,2016-12-18 11:30:15.953000,0,31,python-3.x|kivy|kivy-language,0,0,0,2016-12-18 11:53:20.047 UTC,2016-12-18 11:53:20.047 UTC,,0,0,0
35106890,0,1,4,2016-01-30 20:43:45.127000,0,195,python|django|internationalization|django-i18n,1,1,0,2016-01-31 21:17:43.483 UTC,2016-01-31 21:17:43.483 UTC,,0,0,0
40904356,0,3,0,2016-12-01 06:57:14.980000,0,40,javascript|angularjs|json,6,2,1,2016-12-01 06:59:02.337 UTC,2016-12-02 09:54:35.853 UTC,,0,0,0
40668841,0,1,0,2016-11-18 03:22:37.683000,0,30,java|recursion,0,0,1,2016-11-18 03:33:42.127 UTC,2016-11-18 03:33:42.127 UTC,,0,0,0
39224132,0,2,2,2016-08-30 09:47:15.993000,0,265,java|jmeter|beanshell,1,0,0,2016-08-30 09:59:57.63 UTC,2016-08-30 11:44:47.883 UTC,,0,0,0
37238072,0,1,2,2016-05-15 12:05:07.180000,0,96,java|eclipse|hibernate|maven|m2e,1,1,0,2016-05-15 12:50:45.513 UTC,2016-05-15 12:50:45.513 UTC,,0,0,0
44245120,0,1,2,2017-05-29 14:40:02.017000,0,27,javascript|html,1,1,1,2017-05-29 14:45:30.56 UTC,2017-05-29 14:45:30.56 UTC,,0,0,0
42012855,0,1,0,2017-02-02 21:45:43.940000,0,125,javascript|promise|mocha|chai,0,0,0,2017-03-01 09:01:24.913 UTC,2017-03-01 09:01:24.913 UTC,,0,0,0
41941205,0,1,0,2017-01-30 16:50:33.893000,0,49,python|eve,0,1,0,2017-01-31 08:55:15.54 UTC,2017-01-31 08:55:15.54 UTC,,0,0,0
40358849,0,1,0,2016-11-01 11:07:49.373000,0,27,python|hadoop|mapreduce|apache-pig,0,0,0,2016-11-08 00:26:21.607 UTC,2016-11-08 00:26:21.607 UTC,,0,0,0
38494571,0,1,1,2016-07-21 03:51:23.077000,0,31,javascript|servlets,0,0,0,2016-07-21 04:15:19.55 UTC,2016-07-21 04:15:19.55 UTC,,0,0,0
36673157,0,1,1,2016-04-17 05:52:58.157000,0,17,javascript|website|autofill,0,0,0,2016-04-17 05:58:15.43 UTC,2016-04-17 05:58:15.43 UTC,,0,0,0
38237781,0,1,1,2016-07-07 04:55:24.507000,0,38,javascript|html|redirect|href|location-href,0,0,0,2016-07-07 05:25:22.44 UTC,2016-07-07 05:25:22.44 UTC,,0,0,0
44038170,0,2,1,2017-05-18 03:36:33.520000,0,29,python|http|post,4,1,0,2017-05-18 03:40:24.153 UTC,2017-05-18 03:49:20.223 UTC,,0,0,0
44439466,0,1,1,2017-06-08 15:09:26.357000,0,19,java|android|json|android-webservice,2,0,0,2017-06-08 15:19:40.323 UTC,2017-06-08 15:19:40.323 UTC,,0,0,0
37484134,0,2,2,2016-05-27 12:55:38.160000,0,79,javascript|jquery|html|css|onsen-ui,2,1,1,2016-05-27 13:11:19.473 UTC,2016-05-27 13:32:33.753 UTC,,0,0,0
41191048,0,1,2,2016-12-16 19:14:57.373000,0,39,java|algorithm|sorting,2,1,0,2016-12-16 19:56:47.73 UTC,2016-12-16 19:56:47.73 UTC,,0,0,0
37917102,0,1,2,2016-06-20 07:49:15.130000,0,88,javascript|java|html|json|rest,2,0,0,2016-06-22 09:46:47.32 UTC,2016-06-22 09:46:47.32 UTC,,0,0,0
40163676,0,1,0,2016-10-20 20:11:45.333000,0,46,javascript|reactjs|react-native|redux,2,0,0,2016-10-20 20:20:10.12 UTC,2016-10-20 20:20:10.12 UTC,,0,0,0
37194806,0,1,1,2016-05-12 18:29:28.420000,0,18,javascript|d3.js,2,1,0,2016-05-12 21:54:25.163 UTC,2016-05-12 21:54:25.163 UTC,,0,0,0
41793668,0,1,1,2017-01-22 16:58:35.327000,0,30,javascript|ios,2,0,0,2017-01-22 17:16:03.183 UTC,2017-01-22 17:16:03.183 UTC,,0,0,0
43778843,0,2,2,2017-05-04 09:22:01.840000,0,32,javascript|html|ajax,2,0,0,2017-05-04 09:36:01.743 UTC,2017-05-04 09:37:54.687 UTC,,0,0,0
35418707,0,3,3,2016-02-15 20:43:24.213000,0,49,python,2,0,1,2016-02-15 20:49:00.78 UTC,2016-02-15 21:20:40.237 UTC,,0,0,0
41895075,0,3,1,2017-01-27 13:27:41.777000,0,61,java|arrays,4,2,1,2017-01-27 13:30:10.253 UTC,2017-01-27 13:36:51.97 UTC,,0,0,0
40383908,0,2,1,2016-11-02 15:34:16.443000,0,30,python|sqlite3,0,0,2,2016-11-02 15:41:51.9 UTC,2016-11-02 15:59:08.473 UTC,,0,0,0
44216409,0,2,1,2017-05-27 11:41:31.913000,0,59,java|excel|apache|apache-poi|aspose,0,2,1,2017-05-28 05:32:13.32 UTC,2017-05-30 03:57:09.553 UTC,,0,0,0
38234377,0,1,1,2016-07-06 21:50:15.527000,0,166,javascript|reactjs|leaflet|react-leaflet,0,0,1,2016-07-09 19:27:43.533 UTC,2016-07-09 19:27:43.533 UTC,,0,0,0
40577170,0,1,8,2016-11-13 18:17:21.110000,0,73,java|multithreading|netbeans|runnable,0,0,0,2016-11-13 19:49:51.693 UTC,2016-11-13 19:49:51.693 UTC,,0,0,0
35043256,0,1,0,2016-01-27 16:47:11.003000,0,677,python-2.7|sqlite3|auto-increment,1,0,0,2016-01-27 18:36:03.22 UTC,2016-01-27 18:36:03.22 UTC,,0,0,0
42315384,0,1,0,2017-02-18 12:54:00.243000,0,84,java|json|spring|mongodb,1,0,0,2017-02-18 13:36:15.027 UTC,2017-02-18 13:36:15.027 UTC,,0,0,0
39892640,0,1,0,2016-10-06 09:42:19.293000,0,31,java|intellij-idea|gradle|jboss|wildfly,1,1,0,2016-10-06 13:28:30.067 UTC,2016-10-06 13:28:30.067 UTC,,0,0,0
40794878,0,1,0,2016-11-24 21:45:39.387000,0,184,python|stop-words,1,0,0,2016-11-24 21:49:52.66 UTC,2016-11-24 21:49:52.66 UTC,,0,0,0
40961389,0,1,0,2016-12-04 17:25:01.970000,0,32,python|arrays|numpy|padding,1,0,1,2016-12-04 17:48:21.09 UTC,2016-12-04 17:48:21.09 UTC,,0,0,0
40027455,0,1,0,2016-10-13 17:32:50.847000,1,132,javascript|python|selenium,1,0,0,2016-10-13 17:40:07.403 UTC,2016-10-13 17:40:07.403 UTC,,0,0,0
35881582,0,1,1,2016-03-09 02:00:13.920000,0,21,java,1,0,2,2016-03-09 02:02:32.773 UTC,2016-03-09 02:02:32.773 UTC,,0,0,0
43216538,0,1,1,2017-04-04 19:56:49.570000,0,37,javascript|list|drop-down-menu|google-apps-script|google-spreadsheet,1,1,0,2017-04-05 23:01:12.183 UTC,2017-04-05 23:01:12.183 UTC,,0,0,0
37538080,0,2,7,2016-05-31 06:12:39.013000,0,144,python|pandas|string-to-datetime,7,1,1,2016-05-31 06:27:25.24 UTC,2016-05-31 06:29:03.853 UTC,,0,0,0
40188251,0,1,3,2016-10-22 04:16:34.643000,0,106,python|numpy,4,0,1,2016-10-22 04:52:41.527 UTC,2016-10-22 04:52:41.527 UTC,,0,0,0
42900589,0,1,0,2017-03-20 10:00:16.957000,0,96,java|object|caffeine,5,1,1,2017-03-20 10:26:17.407 UTC,2017-03-20 10:26:17.407 UTC,,0,0,0
37934785,0,1,1,2016-06-21 02:49:33.703000,0,271,java|filenet-p8|ibm-case-manager,5,1,1,2016-06-21 13:51:26.633 UTC,2016-06-21 13:51:26.633 UTC,,0,0,0
42685715,0,1,0,2017-03-09 02:42:58.633000,0,38,javascript|java|jquery|html|upload,19,1,0,2017-03-09 03:23:10.413 UTC,2017-03-09 03:23:10.413 UTC,,0,0,0
38447155,0,3,13,2016-07-18 22:54:02.300000,0,209,java|parsing|if-statement|switch-statement,0,1,2,2016-07-18 23:10:45.067 UTC,2016-07-19 01:53:34.15 UTC,,0,0,0
41091561,0,4,4,2016-12-11 21:53:37.107000,0,274,javascript|jquery|wordpress|widget,16,1,5,2016-12-14 05:14:59.627 UTC,2016-12-17 14:58:46.093 UTC,,0,0,0
44475623,0,1,0,2017-06-10 16:33:19.700000,0,23,java|datetime|execution-time|datetime-parsing,20,0,2,2017-06-10 16:40:33.12 UTC,2017-06-10 16:40:33.12 UTC,,0,0,0
42100658,0,1,0,2017-02-07 21:48:20.627000,0,95,javascript|reactjs|react-native|settimeout,10,0,2,2017-02-07 21:50:25.527 UTC,2017-02-07 21:50:25.527 UTC,,0,0,0
39741382,0,1,4,2016-09-28 07:58:15.360000,0,68,javascript|html,19,1,0,2016-09-28 08:19:48.633 UTC,2016-09-28 08:19:48.633 UTC,,0,0,0
44370308,0,1,0,2017-06-05 13:39:24.167000,0,16,javascript|angularjs|angularjs-directive|treeview,0,0,0,2017-06-08 02:54:13.647 UTC,2017-06-08 02:54:13.647 UTC,,0,0,0
40234671,0,1,0,2016-10-25 08:10:20.987000,0,98,java|xml|http,0,1,0,2017-05-09 07:13:31.9 UTC,2017-05-09 07:13:31.9 UTC,,0,0,0
39218791,0,3,0,2016-08-30 04:29:33.940000,0,55,java|string|encryption,1,1,1,2016-08-30 05:09:27.22 UTC,2016-08-30 06:07:11.423 UTC,,0,0,0
40637184,0,2,0,2016-11-16 16:23:56.447000,0,71,python|c++|debugging|gdb,1,0,0,2016-11-16 17:07:54.933 UTC,2017-03-28 02:39:53.183 UTC,,0,0,0
35071268,0,5,1,2016-01-28 20:21:51.977000,0,72,python|list|python-3.x,12,3,7,2016-01-28 20:23:25.343 UTC,2016-01-28 20:33:31.443 UTC,,0,0,0
38991637,0,2,2,2016-08-17 08:27:18.433000,0,114,python|django|python-3.x|django-models,4,0,0,2016-08-17 08:44:25.107 UTC,2016-08-17 09:59:07.41 UTC,,0,0,0
36841091,0,1,2,2016-04-25 12:49:13.747000,0,683,javascript|jquery|datepicker|angular,1,0,1,2016-04-25 13:24:30.763 UTC,2016-04-25 13:24:30.763 UTC,,0,0,0
37570021,0,2,2,2016-06-01 13:23:53.530000,0,42,javascript|jquery|function|triggers,1,0,1,2016-06-01 13:46:17.673 UTC,2016-06-01 14:05:39.903 UTC,,0,0,0
41521280,0,1,3,2017-01-07 12:07:48.270000,0,61,python|matplotlib,1,1,5,2017-01-07 12:27:45.42 UTC,2017-01-07 12:27:45.42 UTC,,0,0,0
42665354,0,6,0,2017-03-08 07:28:05.217000,1,74,javascript|angularjs,6,4,8,2017-03-08 07:38:04.393 UTC,2017-03-08 10:17:16.027 UTC,,0,0,0
35408984,0,2,0,2016-02-15 12:07:42.123000,0,78,python|numpy,7,1,4,2016-02-15 12:11:38.823 UTC,2016-02-15 18:06:14.287 UTC,,0,0,0
42986692,0,2,0,2017-03-23 20:49:06.190000,0,33,python|gil,0,1,1,2017-03-23 21:51:36.137 UTC,2017-03-23 21:59:21.717 UTC,,0,0,0
43103069,0,1,0,2017-03-29 20:01:02.270000,0,26,python|cookies|flask,0,1,0,2017-03-29 20:49:10.48 UTC,2017-03-29 20:49:10.48 UTC,,0,0,0
41720061,0,1,0,2017-01-18 12:57:43.733000,0,19,user-interface|automation|jprofiler|java-api|gui-testing,0,0,0,2017-01-18 14:01:13.593 UTC,2017-01-18 14:01:13.593 UTC,,0,0,0
39846403,0,1,0,2016-10-04 07:20:06.400000,0,54,javascript|jquery|canvas|fabricjs,0,0,0,2016-10-04 12:43:37.683 UTC,2016-10-04 12:43:37.683 UTC,,0,0,0
38536769,0,1,0,2016-07-22 23:55:41.653000,0,35,python|soap|http-headers,0,0,0,2016-07-23 00:07:10.553 UTC,2016-07-23 00:07:10.553 UTC,,0,0,0
43170940,0,1,0,2017-04-02 16:53:30.023000,0,55,python|pandas|google-adwords,0,0,0,2017-04-02 17:12:56.07 UTC,2017-04-02 17:12:56.07 UTC,,0,0,0
41978079,0,1,1,2017-02-01 11:00:55.127000,0,231,python|python-2.7,1,0,1,2017-02-01 13:23:20.123 UTC,2017-02-01 13:23:20.123 UTC,,0,0,0
36321549,0,3,1,2016-03-30 23:27:53.893000,1,37,javascript|html|cookies,6,1,4,2016-03-30 23:33:54.677 UTC,2016-03-30 23:55:29.457 UTC,,0,0,0
36427967,0,1,1,2016-04-05 13:35:48.223000,1,244,python|selenium|selenium-webdriver,1,1,0,2016-04-05 22:48:57.177 UTC,2016-04-05 22:48:57.177 UTC,,0,0,0
41850605,0,1,1,2017-01-25 11:35:19.917000,0,19,list|python-3.x,1,0,1,2017-01-25 11:40:22.63 UTC,2017-01-25 11:40:22.63 UTC,,0,0,0
37931927,0,2,2,2016-06-20 21:14:06.557000,0,711,python|json|performance|api|flask,1,2,3,2016-06-20 21:27:47.983 UTC,2016-06-20 21:31:25.327 UTC,,0,0,0
43895093,0,4,7,2017-05-10 14:14:47.697000,0,48,javascript|jquery|date|datepicker,1,1,1,2017-05-10 15:34:54.29 UTC,2017-05-18 12:34:08.043 UTC,,0,0,0
39772750,0,2,0,2016-09-29 14:14:00.047000,0,235,java|eclipse-che,1,0,2,2016-10-01 21:35:22.503 UTC,2016-11-03 15:58:11.9 UTC,,0,0,0
36236486,0,4,3,2016-03-26 14:30:53.397000,0,95,python|string,7,2,-1,2016-03-26 14:34:18.183 UTC,2016-03-26 15:26:55.88 UTC,,0,0,0
44248315,0,1,4,2017-05-29 18:09:00.773000,0,38,javascript|json|node.js,1,0,0,2017-05-29 18:31:10.26 UTC,2017-05-29 18:31:10.26 UTC,,0,0,0
44282611,0,1,4,2017-05-31 10:44:33.180000,0,42,javascript|phpstorm|webstorm,1,0,2,2017-05-31 12:55:01.26 UTC,2017-05-31 12:55:01.26 UTC,,0,0,0
41180788,0,3,0,2016-12-16 09:10:55.497000,0,50,javascript|jquery,2,1,0,2016-12-16 09:13:05.487 UTC,2016-12-16 09:35:11.853 UTC,,0,0,0
37148281,0,1,0,2016-05-10 20:23:57.590000,0,62,javascript|jquery,2,1,0,2016-05-10 22:32:09.67 UTC,2016-05-10 22:32:09.67 UTC,,0,0,0
36461723,0,1,0,2016-04-06 20:29:58.897000,0,52,python|time|arduino|beagleboneblack|uart,0,0,0,2016-04-06 21:01:45.64 UTC,2016-04-06 21:01:45.64 UTC,,0,0,0
38083101,0,1,0,2016-06-28 17:54:35.280000,0,86,javascript|jquery|ajax|google-maps|google-maps-api-3,0,0,0,2016-06-29 17:03:58.183 UTC,2016-06-29 17:03:58.183 UTC,,0,0,0
37149437,0,1,0,2016-05-10 21:40:56.680000,0,451,javascript|arrays|swipe-gesture|framework7,0,1,0,2016-06-14 14:00:35.117 UTC,2016-06-14 14:00:35.117 UTC,,0,0,0
40458047,0,1,0,2016-11-07 04:51:09.797000,0,78,java|spring|logging|slf4j,0,0,0,2016-11-07 05:37:39.693 UTC,2016-11-07 05:37:39.693 UTC,,0,0,0
35769427,0,1,0,2016-03-03 10:23:56.613000,5,90,javascript|node.js|asynchronous|callback|node-async,0,1,0,2016-03-07 12:12:20.303 UTC,2016-03-07 12:12:20.303 UTC,,0,0,0
41956733,0,1,0,2017-01-31 11:44:40.003000,0,106,android|firebase-authentication|google-signin|google-authentication|rx-java2,0,0,0,2017-02-01 19:57:54.187 UTC,2017-02-01 19:57:54.187 UTC,,0,0,0
34869401,0,1,0,2016-01-19 05:52:05.227000,0,304,python|xml|openerp,0,1,1,2016-01-19 06:13:58.017 UTC,2016-01-19 06:13:58.017 UTC,,0,0,0
38263551,0,1,0,2016-07-08 09:44:26.020000,0,34,javascript|jquery,0,0,0,2016-07-08 12:11:56.287 UTC,2016-07-08 12:11:56.287 UTC,,0,0,0
39098125,0,1,0,2016-08-23 10:04:01.473000,0,273,javascript|jquery|jstree,0,0,0,2016-08-31 09:46:34.103 UTC,2016-08-31 09:46:34.103 UTC,,0,0,0
35962578,0,1,0,2016-03-12 19:54:42.560000,0,19,javascript|d3.js,0,0,0,2016-03-12 20:08:57.83 UTC,2016-03-12 20:08:57.83 UTC,,0,0,0
42232547,0,3,3,2017-02-14 17:29:18.877000,0,40,javascript|jquery|json|ajax,2,1,0,2017-02-14 17:40:05.95 UTC,2017-02-14 17:52:57.12 UTC,,0,0,0
36819177,0,1,4,2016-04-24 04:07:46.413000,0,30,java|illegalargumentexception,1,0,2,2016-04-24 04:12:32.19 UTC,2016-04-24 04:12:32.19 UTC,,0,0,0
35942202,0,2,4,2016-03-11 14:01:28.743000,0,263,javascript|php|jquery|codeigniter|validation,1,0,0,2016-03-11 14:06:15.05 UTC,2016-03-11 23:40:43.067 UTC,,0,0,0
37886917,0,2,6,2016-06-17 17:10:32.670000,0,56,python,1,1,7,2016-06-17 17:22:19.15 UTC,2016-06-17 17:25:24.7 UTC,,0,0,0
37495701,0,3,0,2016-05-28 05:53:58.837000,0,306,java|apache-poi,7,1,0,2016-05-29 17:52:21.843 UTC,2016-05-30 13:24:47.57 UTC,,0,0,0
38988541,0,2,0,2016-08-17 05:12:18.060000,0,92,javascript|angularjs|html5|angularjs-directive,7,1,0,2016-08-17 06:19:01.177 UTC,2016-08-18 11:31:32.043 UTC,,0,0,0
43937037,0,1,0,2017-05-12 11:45:58.720000,0,39,javascript|rest|email|oracle-jet,0,1,0,2017-05-13 23:48:20.937 UTC,2017-05-13 23:48:20.937 UTC,,0,0,0
41139175,0,1,0,2016-12-14 09:36:05.147000,0,35,python|numpy|fft|mathematical-lattices,0,0,0,2016-12-14 15:42:38.17 UTC,2016-12-14 15:42:38.17 UTC,,0,0,0
42701244,0,3,0,2017-03-09 17:01:15.493000,0,25,javascript|jquery|html|css,2,1,2,2017-03-09 17:05:18.563 UTC,2017-03-09 17:11:35.557 UTC,,0,0,0
41133788,0,1,0,2016-12-14 02:23:20.897000,0,31,java|tomcat|web.xml,0,0,0,2016-12-29 15:16:07.973 UTC,2016-12-29 15:16:07.973 UTC,,0,0,0
40214826,0,1,0,2016-10-24 09:20:28.657000,0,36,javascript|css|twitter-bootstrap|drop-down-menu|twitter-bootstrap-3,0,0,0,2016-10-24 09:54:30.993 UTC,2016-10-24 09:54:30.993 UTC,,0,0,0
43727395,0,2,0,2017-05-01 22:24:12.647000,0,43,javascript|node.js|oauth|youtube-api,1,0,0,2017-05-01 22:29:15.873 UTC,2017-05-02 15:36:21.753 UTC,,0,0,0
36682032,0,1,0,2016-04-17 20:44:42.260000,0,59,javascript|json|function|parsing|object,1,1,1,2016-04-17 21:20:17.917 UTC,2016-04-17 21:20:17.917 UTC,,0,0,0
39131300,0,1,0,2016-08-24 19:10:38.787000,0,118,java|linux|debugging|console,1,0,0,2016-08-24 19:32:34.173 UTC,2016-08-24 19:32:34.173 UTC,,0,0,0
39149188,0,1,0,2016-08-25 15:26:40.983000,0,466,python|python-2.7|matplotlib,1,0,0,2016-08-25 16:15:11.45 UTC,2016-08-25 16:15:11.45 UTC,,0,0,0
37968677,0,4,1,2016-06-22 12:54:38.810000,0,43,python-2.7,4,1,2,2016-06-22 12:59:50.253 UTC,2016-06-25 15:05:55.843 UTC,,0,0,0
40016301,0,2,1,2016-10-13 08:47:49.737000,0,675,java|constructor|exception-handling,3,1,3,2016-10-13 08:57:09.91 UTC,2016-10-13 09:02:36.83 UTC,,0,0,0
36005585,0,2,2,2016-03-15 08:06:42.897000,0,555,java|mysql|regex|spring|hibernate,1,1,0,2016-03-15 13:23:29.59 UTC,2016-03-15 13:42:42.137 UTC,,0,0,0
37788726,0,3,2,2016-06-13 11:31:39.973000,0,43,javascript|jquery,1,0,0,2016-06-13 11:51:31.71 UTC,2016-06-13 12:00:15.86 UTC,,0,0,0
37316471,0,2,2,2016-05-19 07:21:14.673000,0,63,javascript|regex|regex-lookarounds,8,2,1,2016-05-19 07:34:06.687 UTC,2016-05-19 07:46:41.113 UTC,,0,0,0
42719246,0,1,2,2017-03-10 13:11:58.740000,0,94,xml|python-2.7|xpath|parent-child|xml-namespaces,1,0,0,2017-03-10 13:56:31.357 UTC,2017-03-10 13:56:31.357 UTC,,0,0,0
35838275,0,3,2,2016-03-07 07:24:32.573000,0,245,javascript|angularjs|ajax,4,0,2,2016-03-07 07:26:17.253 UTC,2016-03-07 11:28:56.223 UTC,,0,0,0
34940861,0,2,2,2016-01-22 07:04:04.637000,1,201,java|web-services|rest|session|stateless,6,1,0,2016-01-22 07:23:50.727 UTC,2016-01-22 08:18:33.253 UTC,,0,0,0
39246288,0,1,0,2016-08-31 09:50:35.100000,0,249,python|snmp|zebra,2,0,0,2016-08-31 10:05:57.157 UTC,2016-08-31 10:05:57.157 UTC,,0,0,0
43710109,0,1,1,2017-04-30 18:51:15.887000,0,31,javascript|angular|multiplayer,2,0,1,2017-04-30 21:06:09.597 UTC,2017-04-30 21:06:09.597 UTC,,0,0,0
43303579,0,2,2,2017-04-09 05:59:55.057000,0,38,python|string|datetime|smtplib,6,1,0,2017-04-09 06:14:32.593 UTC,2017-04-09 06:46:28.403 UTC,,0,0,0
37655421,0,1,3,2016-06-06 10:46:33.727000,0,183,python|flask,2,1,0,2016-06-06 11:33:17.42 UTC,2016-06-06 11:33:17.42 UTC,,0,0,0
37260958,0,2,1,2016-05-16 18:38:56.883000,0,79,java|spring|maven|spring-boot,0,0,0,2016-05-16 18:57:54.927 UTC,2016-05-16 19:06:01.963 UTC,,0,0,0
34590576,0,2,1,2016-01-04 11:53:44.600000,0,60,javascript|angularjs,5,2,1,2016-01-04 11:56:47.22 UTC,2016-01-04 12:24:02.983 UTC,,0,0,0
42863298,0,4,1,2017-03-17 17:03:27.407000,0,50,javascript|jquery|arrays,5,1,-1,2017-03-17 17:09:38.003 UTC,2017-03-17 17:49:34.46 UTC,,0,0,0
35929903,0,1,0,2016-03-11 00:14:23.780000,0,77,python-requests,0,0,0,2016-03-11 02:21:17.937 UTC,2016-03-11 02:21:17.937 UTC,,0,0,0
35011550,0,3,1,2016-01-26 10:21:00.503000,0,37,python|list|dictionary,4,2,2,2016-01-26 10:26:40.297 UTC,2016-01-26 10:39:12.857 UTC,,0,0,0
39182907,0,2,1,2016-08-27 15:43:26.887000,0,28,javascript|html|angularjs,5,1,0,2016-08-27 16:34:04.793 UTC,2016-08-29 07:30:34.963 UTC,,0,0,0
41664810,0,3,1,2017-01-15 18:38:14.253000,0,521,python|telegram|telegram-bot|python-telegram-bot,3,1,1,2017-01-15 19:44:05.487 UTC,2017-03-24 03:18:47.05 UTC,,0,0,0
35017282,0,1,1,2016-01-26 15:19:02.337000,0,323,javascript|jquery|html|scroll|custom-scrolling,0,1,0,2016-01-26 16:18:14.58 UTC,2016-01-26 16:18:14.58 UTC,,0,0,0
40028690,0,2,1,2016-10-13 18:46:50.693000,1,33,python|python-3.x|typeerror,0,0,1,2016-10-13 18:49:35.48 UTC,2016-10-13 18:50:33.267 UTC,,0,0,0
36707221,0,1,1,2016-04-19 02:00:34.467000,0,67,java|android,0,0,0,2016-04-19 02:19:49.563 UTC,2016-04-19 02:19:49.563 UTC,,0,0,0
42469840,0,1,1,2017-02-26 14:40:56.273000,0,33,javascript|jquery|html5-audio,0,0,0,2017-02-26 17:47:45.907 UTC,2017-02-26 17:47:45.907 UTC,,0,0,0
41187632,0,1,3,2016-12-16 15:30:30.053000,0,336,python|pip,1,0,1,2016-12-16 16:59:24.55 UTC,2016-12-16 16:59:24.55 UTC,,0,0,0
39432090,0,2,5,2016-09-11 01:35:19.517000,1,55,python|django|templates,1,1,0,2016-09-11 07:38:23.43 UTC,2016-09-11 15:11:54.947 UTC,,0,0,0
