answer,post_answer_count,post_comment_count,post_favorite_count,post_score,post_view_count,users_reputation,users_up_votes,users_down_votes,score_prev_acceptans,score_prev_ans,score_prev_comment,score_prev_question,score_prev_favquestion,age_user,title_length,num_block_code,num_i_sentences,num_wh_words,num_y_sentences,tags_popularity,num_tags,code_length,tag_count
2,1,1,0,0,25,1324,81,5,11,22,17,15,5,1003.0,31,2,2,0,0,2,2,2536.0,2.0
2,3,3,0,-1,82,962,81,1,19,50,3,1,0,1764.0,28,3,3,1,0,1,2,220.0,2.0
1,0,4,0,1,146,743,81,2,13,16,10,41,1,62.0,50,2,10,4,0,1,3,373.0,3.0
2,2,3,0,0,72,121,81,0,1,1,2,3,2,0.0,49,4,0,1,0,1,4,5722.0,4.0
2,1,0,0,1,45,86,81,0,1,1,0,2,0,1326.0,37,0,5,3,0,1,2,0.0,2.0
2,2,0,0,0,44,1498,80,0,31,48,40,4,1,2164.0,91,2,1,0,0,1,4,2095.0,4.0
2,1,0,0,1,38,1009,80,5,6,13,6,30,1,1132.0,70,1,5,1,0,0,1,278.0,1.0
2,1,4,0,0,230,877,80,41,2,17,13,14,3,1152.0,39,1,5,0,0,3,4,622.0,4.0
2,1,4,0,0,85,877,80,41,2,17,13,14,3,1075.0,49,2,2,3,1,3,3,144.0,3.0
2,3,2,0,0,42,480,80,0,2,1,11,26,1,1082.0,58,2,1,0,0,1,1,4057.0,1.0
2,1,0,0,0,46,480,80,0,2,1,11,26,1,1156.0,37,3,3,1,0,1,1,2997.0,1.0
2,1,2,0,1,54,449,80,0,1,1,5,12,4,436.0,60,1,2,3,0,1,1,256.0,1.0
2,1,0,1,1,108,425,80,3,4,8,5,34,29,39.0,56,0,4,2,0,0,2,0.0,2.0
2,2,0,1,2,56,425,80,3,4,8,5,34,29,100.0,42,1,4,1,0,0,1,55.0,1.0
2,1,0,0,0,47,342,80,3,6,15,2,0,0,1133.0,76,1,7,1,1,2,4,99.0,4.0
2,1,0,0,0,33,295,80,0,2,11,8,24,3,903.0,48,0,4,3,0,0,2,0.0,2.0
2,2,0,4,6,1531,2565,79,1,15,15,8,49,15,789.0,28,2,3,1,0,0,1,195.0,1.0
1,0,1,0,0,27,2565,79,1,15,15,8,49,15,1234.0,37,2,1,0,0,1,2,94.0,2.0
2,1,0,0,1,46,2565,79,1,15,15,8,49,15,788.0,38,0,5,0,0,0,2,0.0,2.0
2,1,0,0,0,1172,1073,79,5,34,35,3,28,6,19.0,113,2,4,0,0,2,2,9409.0,2.0
2,1,4,0,1,58,803,79,10,4,18,47,28,7,842.0,29,5,9,4,0,2,5,1249.0,5.0
2,1,0,0,5,372,389,79,1,0,0,2,16,2,1360.0,100,2,8,4,1,0,3,1668.0,3.0
2,1,1,1,3,630,186,79,1,1,3,10,21,3,70.0,38,0,1,0,0,2,3,0.0,3.0
1,0,0,0,0,15,157,79,2,0,0,1,11,2,1087.0,64,1,4,1,0,1,3,71.0,3.0
2,1,0,0,0,31,4463,78,4,0,2,28,77,14,2035.0,34,1,0,0,0,1,2,998.0,2.0
2,1,0,0,2,362,4463,78,4,0,2,28,77,14,1797.0,30,1,2,1,2,2,2,387.0,2.0
2,1,9,0,0,69,474,78,1,15,23,3,1,1,1261.0,52,2,3,1,0,1,4,398.0,4.0
2,1,0,0,0,72,359,78,2,1,11,2,7,4,1117.0,35,1,2,2,0,1,3,238.0,3.0
1,0,2,0,0,484,312,78,2,11,22,7,9,0,1280.0,43,0,5,0,1,0,1,0.0,1.0
2,2,4,0,0,55,825,77,22,15,34,9,6,2,2572.0,42,1,3,0,0,1,2,754.0,2.0
2,2,1,1,0,44,730,77,11,0,22,22,0,1,1918.0,50,0,2,2,0,2,3,0.0,3.0
2,1,4,0,-1,67,703,77,6,0,1,3,14,4,555.0,93,0,4,0,0,1,5,0.0,5.0
2,2,3,0,0,61,180,77,3,1,1,1,14,1,136.0,49,3,2,1,0,2,5,358.0,5.0
2,1,1,0,0,39,110,77,0,0,0,4,1,0,1489.0,30,1,1,0,0,1,4,1062.0,4.0
2,3,2,0,0,49,1392,76,0,0,0,18,45,9,992.0,44,3,2,1,0,3,3,342.0,3.0
2,2,1,1,2,1796,934,76,8,0,42,8,4,1,936.0,65,2,0,1,1,1,3,1516.0,3.0
2,1,0,0,0,21,720,76,3,10,34,8,3,0,1945.0,49,1,4,1,0,1,3,848.0,3.0
2,1,0,0,0,65,639,76,6,4,27,6,5,0,1475.0,36,1,1,1,0,1,2,129.0,2.0
1,0,5,0,0,29,461,76,31,6,10,14,13,3,247.0,41,2,0,0,0,0,2,422.0,2.0
1,0,1,0,3,79,333,76,1,5,12,7,12,2,652.0,42,3,2,0,0,1,4,573.0,4.0
2,2,2,0,3,118,131,76,0,1,1,1,3,0,1204.0,60,2,4,0,0,0,5,339.0,5.0
2,2,3,0,0,50,53,76,0,0,1,0,1,0,1083.0,31,4,4,1,0,3,4,3887.0,4.0
2,2,0,1,4,1235,4362,75,3,5,6,22,71,21,1492.0,51,0,0,0,0,0,1,0.0,1.0
2,1,0,0,0,81,2678,75,3,3,27,9,-3,3,2756.0,85,2,4,1,0,1,2,397.0,2.0
2,1,2,0,0,16,489,75,1,0,5,0,13,2,2013.0,42,1,1,0,0,1,3,224.0,3.0
2,1,5,1,1,481,178,75,6,2,9,3,5,1,666.0,90,1,12,9,0,1,5,328.0,5.0
1,0,3,0,0,83,155,75,10,1,6,4,1,2,1125.0,43,1,3,0,0,2,3,54.0,3.0
2,1,1,0,0,32,149,75,1,0,1,2,7,1,1045.0,28,1,0,2,0,2,3,544.0,3.0
2,1,7,0,0,29,102,75,0,3,3,0,1,1,429.0,80,2,1,0,0,2,2,607.0,2.0
1,0,6,0,0,258,53,75,0,2,2,0,4,2,373.0,53,3,6,1,0,2,5,691.0,5.0
1,0,5,0,1,177,3663,74,21,31,80,21,9,3,2220.0,51,4,5,1,0,3,4,1281.0,4.0
2,1,3,1,1,1306,770,74,2,17,27,23,8,3,1982.0,31,0,5,1,1,1,2,0.0,2.0
2,1,0,1,0,50,757,74,17,12,8,3,8,15,1914.0,44,2,9,4,0,1,5,768.0,5.0
2,2,0,0,0,90,464,74,0,0,1,2,27,5,644.0,57,1,7,1,0,2,3,126.0,3.0
1,0,4,0,0,30,464,74,0,0,1,2,27,5,347.0,27,2,7,1,0,1,4,462.0,4.0
2,2,3,1,2,1035,408,74,2,16,17,0,2,1,1177.0,83,3,8,2,0,2,4,506.0,4.0
1,0,2,0,0,15,218,74,35,3,3,8,5,1,152.0,80,0,2,1,1,1,2,0.0,2.0
2,1,3,0,0,43,1893,73,44,39,94,21,74,9,1327.0,43,0,0,0,0,1,2,0.0,2.0
2,2,0,0,2,507,825,73,0,12,13,9,19,2,825.0,96,2,7,0,0,1,5,350.0,5.0
1,0,7,3,2,50,543,73,2,5,6,6,7,4,1381.0,76,3,0,0,0,1,1,839.0,1.0
2,2,2,1,0,368,526,73,2,4,36,3,0,1,1862.0,62,1,7,1,0,2,3,2462.0,3.0
1,0,1,0,0,48,476,73,1,4,5,7,26,3,161.0,67,4,5,0,0,2,3,553.0,3.0
2,2,14,0,0,46,469,73,8,9,14,11,0,0,1316.0,57,2,10,3,0,2,2,1080.0,2.0
2,1,9,0,2,103,462,73,1,0,0,3,46,8,444.0,53,3,3,2,0,1,3,633.0,3.0
2,1,1,1,0,241,462,73,1,0,0,3,46,8,430.0,54,3,7,3,0,1,4,4749.0,4.0
2,1,0,0,1,57,454,73,1,2,3,15,9,1,609.0,52,3,9,4,2,2,3,3562.0,3.0
1,0,3,0,0,173,366,73,1,3,4,1,6,1,1168.0,15,0,3,0,0,2,3,0.0,3.0
2,1,11,0,0,87,120,73,2,6,8,21,6,4,67.0,64,1,4,1,0,2,5,5721.0,5.0
2,2,0,0,1,816,838,72,4,19,48,7,1,0,32.0,25,4,3,3,0,0,4,1483.0,4.0
2,2,0,0,0,46,558,72,1,16,29,5,6,0,1300.0,40,1,2,0,0,2,3,486.0,3.0
1,0,3,0,0,40,450,72,0,2,5,4,66,9,377.0,52,0,5,3,0,1,1,0.0,1.0
2,3,0,0,1,37,144,72,0,0,0,0,2,1,117.0,59,2,2,0,0,2,2,257.0,2.0
2,2,3,0,0,51,67,72,0,1,2,0,2,0,103.0,59,3,6,0,0,1,2,613.0,2.0
2,1,0,0,0,311,22,72,0,0,0,1,1,0,1014.0,55,0,0,1,1,0,1,0.0,1.0
2,1,0,0,0,300,560,71,2,1,4,9,14,4,778.0,52,3,2,0,0,1,3,543.0,3.0
2,1,0,0,1,167,349,71,0,7,11,2,5,1,836.0,63,7,9,3,0,1,5,6134.0,5.0
2,2,1,0,0,65,302,71,0,0,0,0,20,2,37.0,39,2,0,2,0,0,1,548.0,1.0
2,1,2,0,1,37,296,71,1,7,7,3,13,1,427.0,31,1,4,1,0,2,4,913.0,4.0
1,0,4,0,1,43,196,71,0,1,3,1,27,9,1.0,70,1,17,5,0,2,3,68.0,3.0
2,1,0,0,0,27,161,71,2,2,3,4,5,4,564.0,52,2,2,0,0,1,2,263.0,2.0
2,1,0,0,1,164,1253,70,0,0,2,9,27,6,1838.0,47,1,2,1,0,2,3,194.0,3.0
2,4,2,0,-1,1688,1164,70,53,11,19,21,6,1,1037.0,60,2,2,0,1,1,2,1539.0,2.0
2,1,7,1,1,62,1068,70,20,26,47,43,4,1,1191.0,42,0,1,0,0,1,2,0.0,2.0
2,1,6,0,0,77,609,70,0,1,5,25,50,21,1297.0,61,2,7,2,2,1,3,18210.0,3.0
2,1,2,1,1,36,600,70,17,3,5,12,58,21,586.0,56,2,4,1,1,2,2,620.0,2.0
2,1,1,0,-2,50,538,70,3,6,10,2,-4,0,441.0,56,3,2,0,0,2,4,383.0,4.0
1,0,2,2,4,105,494,70,1,5,5,2,16,2,1220.0,29,0,4,2,0,2,5,0.0,5.0
2,1,2,0,0,31,430,70,1,10,10,4,67,3,298.0,50,5,4,0,0,2,5,2302.0,5.0
2,1,0,0,0,112,421,70,1,0,1,0,41,3,304.0,35,0,1,0,1,1,3,0.0,3.0
2,1,0,2,0,39,278,70,2,4,7,26,0,2,0.0,54,1,11,3,0,2,5,1275.0,5.0
2,2,8,0,4,5920,1207,69,8,64,70,6,59,14,511.0,80,5,4,2,0,2,5,2685.0,5.0
2,2,1,0,0,35,159,69,0,1,4,5,7,0,388.0,68,1,7,2,0,2,3,1318.0,3.0
2,1,0,0,0,248,147,69,2,2,3,4,2,0,670.0,72,3,7,2,0,1,4,2203.0,4.0
2,1,0,0,0,43,825,68,0,0,0,6,9,1,1494.0,85,3,3,3,0,1,4,289.0,4.0
1,0,0,0,0,187,456,68,7,16,28,30,0,0,1622.0,74,2,8,0,0,1,3,432.0,3.0
2,1,5,0,1,31,203,68,1,0,0,9,11,5,151.0,97,0,1,0,0,1,5,0.0,5.0
2,2,4,0,0,26,200,68,0,0,1,1,16,2,203.0,42,1,2,1,0,1,1,167.0,1.0
2,1,0,0,1,272,1112,67,82,0,6,13,5,0,1366.0,55,1,2,1,0,3,5,591.0,5.0
2,1,0,0,0,161,507,67,3,2,6,4,17,10,1865.0,28,3,0,0,0,3,5,6414.0,5.0
2,2,2,0,1,423,282,67,1,0,0,10,2,0,321.0,29,1,1,0,0,2,3,136.0,3.0
1,0,4,0,0,19,229,67,5,0,0,2,10,2,720.0,80,0,1,1,0,0,2,0.0,2.0
2,2,1,1,1,688,151,67,0,0,0,2,21,7,271.0,61,2,5,0,0,1,3,255.0,3.0
2,1,1,0,1,313,150,67,0,3,3,2,3,0,2330.0,51,2,5,2,0,4,4,772.0,4.0
2,1,0,0,0,53,135,67,0,0,0,1,7,2,288.0,51,1,3,0,0,0,2,1680.0,2.0
2,3,3,0,1,43,129,67,0,0,0,1,4,0,440.0,77,0,2,0,0,3,3,0.0,3.0
2,1,0,0,1,69,3048,66,19,16,29,2,1,0,2831.0,43,1,3,0,0,1,5,663.0,5.0
2,2,0,0,1,72,746,66,1,5,15,14,46,8,943.0,31,2,2,0,0,2,3,145.0,3.0
2,1,5,0,0,378,745,66,3,28,38,12,2,0,60.0,35,1,1,1,0,0,5,1254.0,5.0
2,1,1,0,2,139,718,66,28,8,14,17,33,1,107.0,60,2,8,3,1,3,4,2796.0,4.0
2,1,4,0,2,3669,515,66,1,0,0,0,3,0,958.0,50,3,7,0,0,3,4,3555.0,4.0
2,2,4,0,1,145,341,66,1,0,3,6,30,2,875.0,34,2,14,4,3,1,4,160.0,4.0
1,0,1,0,1,190,304,66,2,1,2,0,24,12,375.0,44,2,6,0,1,1,4,1123.0,4.0
2,2,1,1,3,155,194,66,6,3,15,16,7,2,1640.0,35,1,8,6,0,2,4,277.0,4.0
2,2,0,0,0,93,183,66,0,1,2,1,16,3,397.0,55,0,0,0,0,2,4,0.0,4.0
2,1,8,0,3,212,166,66,1,0,0,5,10,0,1718.0,26,1,12,2,0,1,2,733.0,2.0
2,1,0,0,0,341,78,66,0,0,0,1,5,4,1272.0,68,1,3,1,0,1,5,667.0,5.0
2,1,1,0,1,23,76,66,0,0,0,0,4,0,364.0,61,2,2,2,0,3,5,241.0,5.0
2,4,1,0,1,99,72,66,0,0,0,0,9,0,112.0,45,1,3,4,0,2,3,522.0,3.0
2,1,7,0,1,64,72,66,0,0,0,0,9,0,63.0,36,2,2,2,0,1,4,298.0,4.0
2,1,2,0,1,130,10520,65,24,14,125,144,207,92,1786.0,50,2,3,3,0,2,3,323.0,3.0
2,1,2,2,2,257,1714,65,41,9,51,30,8,6,1456.0,33,1,0,1,0,1,3,170.0,3.0
2,1,2,1,1,152,838,65,7,31,37,10,7,2,1085.0,64,1,3,0,0,1,3,9751.0,3.0
2,1,0,0,1,46,579,65,6,16,23,16,5,1,7.0,57,1,2,2,0,1,1,241.0,1.0
2,4,1,0,1,37,475,65,2,17,19,12,2,1,1790.0,56,1,0,0,0,1,3,617.0,3.0
2,1,1,0,0,54,370,65,0,10,10,3,4,0,1188.0,56,2,1,0,0,2,2,231.0,2.0
2,2,0,0,0,257,141,65,0,3,2,1,8,1,30.0,44,2,6,2,0,1,3,1223.0,3.0
2,1,7,0,0,30,63,65,0,0,2,5,1,0,151.0,30,0,5,1,0,3,4,0.0,4.0
2,3,3,0,0,70,1019,64,4,42,48,4,4,1,479.0,48,2,2,0,0,3,4,360.0,4.0
1,0,2,0,0,43,899,64,1,19,20,8,2,1,1898.0,49,1,7,1,0,1,2,184.0,2.0
1,0,4,0,1,110,676,64,8,8,14,10,9,1,2611.0,50,2,2,1,0,1,5,917.0,5.0
1,0,4,0,0,33,627,64,0,2,11,21,29,11,2196.0,81,2,2,1,0,3,4,9068.0,4.0
2,1,0,0,0,252,627,64,0,2,11,21,29,11,2017.0,71,0,5,0,0,1,4,0.0,4.0
2,2,1,0,0,97,442,64,0,7,12,18,3,4,1428.0,40,1,5,3,0,1,5,1192.0,5.0
2,3,5,0,3,59,396,64,4,5,9,1,24,6,654.0,73,3,4,0,0,2,4,1559.0,4.0
1,0,2,0,0,29,375,64,11,4,4,10,40,8,646.0,41,2,3,0,0,2,2,759.0,2.0
2,1,0,0,0,33,162,64,0,4,11,1,-1,0,1003.0,100,0,0,0,0,1,2,0.0,2.0
2,1,1,0,0,187,135,64,0,0,0,1,6,0,1325.0,48,2,6,0,0,2,2,76.0,2.0
1,0,3,1,1,80,60,64,0,0,1,0,4,8,79.0,44,8,3,0,0,1,4,18951.0,4.0
2,3,0,0,0,314,2013,63,7,10,17,28,303,74,841.0,58,0,1,0,0,2,4,0.0,4.0
1,0,1,0,0,40,512,63,4,3,3,8,26,2,684.0,37,2,7,1,0,3,5,1235.0,5.0
2,1,3,0,0,49,512,63,4,3,3,8,26,2,807.0,41,3,4,0,0,3,3,2409.0,3.0
2,1,2,0,1,247,512,63,4,3,3,8,26,2,738.0,59,3,5,0,0,3,3,991.0,3.0
2,2,1,0,-1,106,401,63,2,1,6,19,5,1,1314.0,91,0,7,0,0,1,1,0.0,1.0
2,1,0,0,0,740,344,63,1,1,1,1,18,5,725.0,46,3,4,1,1,1,5,8187.0,5.0
2,3,0,0,2,30,305,63,0,3,3,6,23,6,482.0,46,0,6,0,0,1,3,0.0,3.0
2,1,0,0,0,32,305,63,0,3,3,6,23,6,407.0,56,1,5,1,1,2,3,384.0,3.0
2,1,1,0,0,17,305,63,0,3,3,6,23,6,409.0,62,0,4,0,0,3,3,0.0,3.0
2,1,0,0,1,230,302,63,2,5,7,7,11,6,73.0,92,2,6,1,0,1,4,2194.0,4.0
1,0,7,0,1,66,243,63,2,0,2,0,10,2,1024.0,71,3,3,0,0,1,3,281.0,3.0
2,1,17,1,1,1674,201,63,1,1,1,1,14,7,1507.0,41,3,13,1,0,1,4,678.0,4.0
2,1,0,0,1,22,174,63,0,1,1,2,21,4,176.0,42,1,4,0,1,1,1,903.0,1.0
2,2,7,0,0,313,157,63,3,0,0,9,18,5,180.0,38,1,3,1,0,2,3,1353.0,3.0
2,2,2,0,0,23,1452,62,5,75,111,22,14,2,1714.0,65,2,2,0,0,1,3,520.0,3.0
1,0,1,0,0,241,1142,62,4,52,62,24,0,0,2172.0,73,1,2,0,0,3,5,5274.0,5.0
2,1,0,0,1,55,944,62,3,-7,9,2,1,2,1274.0,47,2,1,0,0,2,3,3151.0,3.0
2,1,0,0,2,3237,327,62,0,0,8,5,20,6,1168.0,33,2,7,1,0,1,5,111.0,5.0
2,2,2,0,0,67,324,62,1,-2,-2,44,12,4,847.0,46,0,3,0,0,3,4,0.0,4.0
1,0,2,0,0,113,267,62,3,1,1,2,0,0,1373.0,43,1,3,2,0,2,5,561.0,5.0
2,2,9,1,0,223,153,62,0,1,5,3,2,3,479.0,62,4,7,2,1,2,5,1471.0,5.0
1,0,5,0,0,81,131,62,0,9,9,0,1,0,1172.0,41,0,5,2,0,1,4,0.0,4.0
2,1,0,0,1,159,125,62,0,1,1,1,1,0,1700.0,57,0,3,0,0,0,1,0.0,1.0
2,1,2,0,0,1215,72,62,0,0,1,0,2,0,441.0,37,1,4,1,0,2,4,1323.0,4.0
2,1,5,0,0,71,2887,61,3,0,259,19,4,2,1557.0,23,4,16,6,0,0,3,2642.0,3.0
2,1,0,0,0,90,1102,61,5,33,48,9,25,1,714.0,56,2,6,5,0,1,2,810.0,2.0
2,1,0,0,2,45,354,61,3,1,9,5,16,7,863.0,56,3,5,2,0,2,2,1046.0,2.0
2,4,0,1,3,298,141,61,0,0,1,2,9,1,355.0,59,1,3,1,0,2,3,102.0,3.0
2,2,1,0,0,66,26,61,0,0,0,0,1,0,147.0,26,2,1,1,0,1,2,2649.0,2.0
1,0,3,0,0,15,1653,60,7,26,103,17,2,3,1252.0,59,2,3,1,0,2,2,171.0,2.0
2,2,0,0,0,609,1653,60,7,26,103,17,2,3,778.0,53,3,2,0,0,1,3,1426.0,3.0
2,1,0,0,2,222,1327,60,0,0,0,4,17,2,1595.0,68,1,2,1,0,1,4,27.0,4.0
2,2,0,0,0,95,448,60,9,18,28,20,16,7,1174.0,42,1,4,0,0,2,3,66.0,3.0
2,1,7,0,2,97,136,60,0,2,2,0,2,0,1615.0,43,1,5,2,0,1,2,170.0,2.0
2,1,1,0,0,25,121,60,0,0,0,1,10,5,30.0,29,1,7,3,2,3,3,4913.0,3.0
2,1,0,1,0,300,3620,59,10,138,230,30,0,1,2003.0,22,2,8,2,0,1,2,1579.0,2.0
2,2,6,0,0,81,3176,59,43,25,186,22,2,0,2061.0,70,1,0,0,0,1,5,102.0,5.0
2,3,4,0,2,61,1344,59,11,13,66,23,46,7,2209.0,72,1,5,5,1,2,3,1148.0,3.0
2,1,0,0,0,292,1250,59,4,32,41,4,1,0,2193.0,53,0,5,0,0,0,2,0.0,2.0
2,1,2,0,5,2864,1223,59,2,6,28,14,55,9,1639.0,66,3,2,0,0,2,5,257.0,5.0
2,1,2,0,1,21,799,59,0,0,6,3,11,3,1948.0,69,2,1,1,0,1,3,2906.0,3.0
1,0,9,0,0,44,491,59,2,2,2,2,21,5,1116.0,28,6,3,0,0,2,3,2288.0,3.0
2,1,7,0,0,434,476,59,6,0,0,14,33,11,291.0,76,2,1,0,0,4,5,1135.0,5.0
2,1,0,0,0,51,297,59,4,5,16,2,15,5,349.0,83,0,1,1,0,0,3,0.0,3.0
2,1,5,0,1,44,278,59,2,0,1,13,27,3,166.0,49,3,4,1,0,4,5,2528.0,5.0
2,1,1,0,0,64,169,59,0,0,0,6,10,0,69.0,22,1,3,0,0,2,3,177.0,3.0
2,1,2,0,0,54,139,59,1,3,6,2,8,0,151.0,24,0,6,5,2,0,2,0.0,2.0
2,2,0,0,0,35,53,59,0,1,1,1,0,0,1045.0,57,2,3,1,0,2,3,659.0,3.0
2,1,0,2,21,8886,1063,58,2,0,70,1,43,6,1140.0,55,2,1,0,0,1,1,68.0,1.0
2,2,4,0,1,78,985,58,4,12,29,5,18,2,1568.0,28,3,4,1,0,0,1,665.0,1.0
1,0,0,0,0,26,825,58,9,9,9,10,20,1,2443.0,35,0,6,0,0,2,4,0.0,4.0
2,1,6,2,1,571,817,58,6,18,29,10,31,10,1083.0,65,2,3,2,0,1,3,3018.0,3.0
2,1,0,0,3,51,706,58,3,2,32,24,5,0,2502.0,51,1,6,0,0,1,2,209.0,2.0
2,1,0,1,2,20,695,58,7,27,34,3,7,1,1851.0,79,0,3,2,0,0,3,0.0,3.0
2,1,0,0,1,42,627,58,19,12,30,14,1,0,966.0,73,1,4,1,0,1,1,173.0,1.0
2,2,2,0,2,1498,515,58,1,12,17,4,12,0,863.0,38,3,7,3,0,3,3,248.0,3.0
2,1,0,0,1,60,509,58,0,0,0,0,46,11,466.0,57,0,3,3,0,1,4,0.0,4.0
2,1,0,0,1,28,474,58,1,0,9,1,5,0,2226.0,71,0,2,1,0,1,3,0.0,3.0
2,2,0,0,0,172,472,58,3,7,7,1,22,6,1092.0,24,0,3,1,0,1,3,0.0,3.0
2,1,3,0,0,76,472,58,3,7,7,1,22,6,1198.0,35,1,4,0,0,1,3,134.0,3.0
2,2,4,0,0,47,341,58,3,10,10,1,-1,0,1635.0,57,0,2,1,0,0,2,0.0,2.0
2,5,12,0,1,143,339,58,2,4,11,9,0,0,415.0,40,2,4,2,0,2,2,1162.0,2.0
2,1,0,1,1,55,221,58,19,5,12,1,3,3,594.0,86,2,1,1,0,1,3,422.0,3.0
2,1,3,0,2,113,193,58,3,0,2,3,12,2,1555.0,58,0,5,0,0,1,3,0.0,3.0
2,1,0,0,0,66,181,58,2,0,1,2,14,7,934.0,52,2,4,1,2,1,1,356.0,1.0
2,1,0,1,1,1157,55,58,0,0,0,0,8,1,225.0,31,2,2,1,0,0,3,246.0,3.0
2,1,0,0,0,20,29,58,0,0,0,0,1,0,1084.0,55,0,4,0,0,1,2,0.0,2.0
2,2,1,0,0,37,2130,57,28,50,62,7,30,6,1413.0,17,0,2,1,0,1,1,0.0,1.0
2,1,1,3,2,246,987,57,9,27,46,4,3,3,1697.0,45,0,5,0,0,3,4,0.0,4.0
2,1,4,0,0,914,730,57,1,37,37,1,0,0,91.0,75,3,6,0,0,0,4,154.0,4.0
2,1,4,0,2,50,581,57,0,5,4,4,20,5,1631.0,42,3,4,5,0,1,3,843.0,3.0
1,0,5,1,0,46,581,57,0,5,4,4,20,5,1190.0,59,0,2,1,0,2,5,0.0,5.0
2,1,3,0,3,2501,436,57,1,5,10,8,26,6,871.0,50,6,1,0,0,1,3,3859.0,3.0
2,1,2,0,3,24,366,57,1,6,14,7,9,0,830.0,78,1,4,0,0,1,3,204.0,3.0
2,1,0,0,-1,100,365,57,5,0,0,1,50,5,1061.0,53,0,4,2,0,0,3,0.0,3.0
2,1,0,0,2,301,348,57,10,10,10,3,14,0,60.0,26,2,2,1,1,3,5,2522.0,5.0
2,1,0,0,0,57,305,57,1,4,6,4,12,0,756.0,41,4,5,1,0,1,5,232.0,5.0
2,4,0,0,3,255,259,57,4,0,-3,8,9,0,1340.0,29,0,5,1,0,1,3,0.0,3.0
2,2,6,0,1,55,250,57,1,0,0,7,16,3,352.0,43,1,6,3,0,3,3,866.0,3.0
2,2,1,0,2,33,175,57,0,0,0,0,25,9,713.0,43,2,2,0,0,1,2,534.0,2.0
2,2,0,0,3,49,147,57,3,3,4,2,10,0,939.0,29,2,7,0,0,3,3,196.0,3.0
2,1,5,0,0,179,61,57,0,0,0,0,0,0,169.0,37,2,4,0,1,4,5,874.0,5.0
2,1,6,0,0,173,2612,56,15,2,2,16,40,9,564.0,47,2,1,0,0,2,2,1247.0,2.0
1,0,8,0,0,117,1280,56,1,79,88,4,16,3,2025.0,75,3,5,0,0,3,5,10919.0,5.0
1,0,1,0,0,61,1054,56,2,23,57,5,15,6,1507.0,39,1,3,0,0,2,4,469.0,4.0
2,1,0,0,0,33,622,56,2,0,2,1,9,1,1239.0,63,1,2,0,0,3,3,363.0,3.0
2,1,0,0,1,61,439,56,2,1,2,5,9,1,983.0,63,1,2,0,0,1,1,54.0,1.0
2,1,5,0,0,26,439,56,2,1,2,5,9,1,953.0,29,4,6,2,3,2,3,198.0,3.0
2,2,2,0,1,78,439,56,2,1,2,5,9,1,951.0,64,2,12,1,0,2,3,198.0,3.0
2,1,7,0,1,66,419,56,2,13,14,4,2,1,533.0,56,2,4,0,0,4,4,1250.0,4.0
2,1,2,0,-1,50,195,56,1,0,-2,1,13,1,184.0,59,2,1,0,0,3,3,610.0,3.0
2,1,2,1,0,71,111,56,0,0,0,2,10,1,28.0,62,3,6,1,0,2,5,369.0,5.0
2,2,0,0,1,159,86,56,0,0,0,1,9,1,189.0,45,3,8,0,0,2,2,2503.0,2.0
2,3,0,0,2,236,1796,55,6,44,96,35,3,0,1651.0,57,1,12,2,0,0,5,1302.0,5.0
1,0,0,0,1,19,1043,55,14,24,28,15,76,11,862.0,39,1,2,0,0,0,2,388.0,2.0
2,1,0,0,0,108,1028,55,2,34,50,23,4,0,1343.0,41,1,4,0,0,1,2,697.0,2.0
2,1,0,0,1,104,992,55,17,35,42,16,13,2,1212.0,25,0,2,1,0,3,4,0.0,4.0
1,0,6,0,0,41,791,55,5,22,45,10,0,0,1562.0,123,3,2,1,0,2,4,1109.0,4.0
2,1,3,0,0,74,783,55,3,21,34,4,2,4,913.0,65,1,7,6,2,0,3,166.0,3.0
2,1,0,0,2,703,647,55,1,0,-1,6,37,12,432.0,69,2,1,2,0,1,2,430.0,2.0
1,0,4,0,0,49,636,55,6,5,18,6,1,0,1223.0,35,2,8,2,0,1,3,1403.0,3.0
1,0,1,0,0,20,601,55,3,1,1,0,0,0,1927.0,40,0,2,0,0,2,5,0.0,5.0
2,2,2,0,0,77,383,55,0,0,0,9,30,5,1891.0,50,1,2,0,0,0,2,206.0,2.0
2,1,3,0,0,72,374,55,3,3,13,11,22,2,799.0,28,2,3,1,0,0,2,375.0,2.0
2,2,3,0,1,172,374,55,3,3,13,11,22,2,690.0,36,4,7,0,0,1,4,318.0,4.0
2,1,0,2,4,366,345,55,6,3,3,5,5,2,1852.0,42,1,7,1,0,1,4,156.0,4.0
2,2,2,0,0,195,131,55,1,0,1,0,1,2,1136.0,41,0,2,1,0,0,4,0.0,4.0
2,1,0,0,1,314,127,55,1,3,9,2,0,0,335.0,83,0,0,0,0,0,3,0.0,3.0
1,0,0,0,0,65,1131,54,8,1,90,0,17,9,1054.0,53,2,2,1,0,0,5,1908.0,5.0
2,2,0,0,1,105,1010,54,0,77,76,6,4,3,1085.0,44,1,2,0,0,1,2,71.0,2.0
2,1,0,0,0,51,806,54,3,8,25,12,28,3,1729.0,20,0,3,0,0,0,4,0.0,4.0
2,3,5,1,1,206,780,54,0,1,3,0,13,4,1093.0,67,1,2,0,0,1,4,794.0,4.0
2,1,0,0,0,41,594,54,0,0,10,2,28,5,807.0,52,1,3,2,0,1,4,130.0,4.0
